Timestamp,EquipmentID,EquipmentType,Location,EquipmentAgeDays,Alarm_SpanLoss,Alarm_OpticalReturnLoss,Alarm_Temperature,Alarm_Voltage,SpanLoss,OpticalReturnLoss,Temperature,Voltage,PowerOutage,FiberCut,ParentDeviceID,upstream_status,downstream_status,interface_status,interface_in_errors,interface_out_errors,cpu_utilization,memory_utilization,temperature_status,fan_status,power_status,alarms_count,downstream_impact_score,IsRootCause,FaultInjected
2023-06-06 00:15:00,pe-ro-8,Router,Frankfurt,1697,0,0,0,0,0.31499362720228646,59.198717181686035,7.926557366727718,11.798879293111924,False,False,pe-ro-8,down,all_up,up,297,179,96,64,normal,normal,normal,2,0.62,0,0
2023-06-06 00:15:00,cpe-ro-36,Router,Sydney,632,0,0,0,0,0.42231829346159594,58.28945484402192,8.114567957630335,12.195721212574473,False,False,cpe-ro-36,up,partial_down,up,143,344,31,99,normal,normal,normal,3,0.03,0,0
2023-06-06 00:15:00,cpe-ro-24,Router,Sydney,1011,0,0,0,0,0.3605257283415868,59.59394116020966,8.442617093891313,12.094669161876803,False,False,cpe-ro-24,down,partial_down,up,362,296,28,86,normal,failed,normal,2,0.87,0,0
2023-06-06 00:15:00,ce-ro-23,Router,Sydney,752,0,0,0,0,1.225337634508123,57.99687900921661,20.688629725604578,11.894585094337893,False,False,ce-ro-23,degraded,all_down,down,128,263,31,95,normal,normal,normal,0,0.74,0,0
2023-06-06 00:15:00,core-ro-8,Router,Sydney,952,0,0,0,1,1.5350909912088657,57.59431595922528,20.682240049567426,10.250428272280287,False,False,core-ro-8,up,partial_down,up,264,170,73,53,normal,normal,normal,5,0.54,0,0
2023-06-06 00:15:00,cpe-ro-15,Router,Tokyo,1795,0,0,0,0,0.35340347720519794,54.5973401763891,8.303235774638665,12.099267629439252,False,False,cpe-ro-15,degraded,all_up,down,279,126,49,44,normal,normal,normal,0,0.38,0,0
2023-06-06 00:15:00,cpe-ro-40,Router,London,1805,0,1,0,0,1.490341423815884,48.00458555806819,8.586657362250449,11.893572852131284,False,False,cpe-ro-40,up,partial_down,testing,54,127,72,33,critical,warning,normal,4,0.27,0,0
2023-06-06 00:15:00,cpe-sw-11,Switch,Sydney,939,0,0,0,0,0.4093597021270616,57.19709624778734,7.886271940041026,11.794980636878247,False,False,cpe-ro-26,up,all_up,testing,196,299,97,66,normal,normal,normal,5,0.93,0,0
2023-06-06 00:15:00,cpe-ro-38,Router,Sydney,103,0,0,1,0,1.2230800876208072,58.9923982556723,42.20588163642269,11.794608958738486,False,False,cpe-ro-38,up,all_up,testing,74,385,68,26,critical,normal,warning,5,0.01,1,0
2023-06-06 00:15:00,cpe-ro-22,Router,New York,669,1,1,1,0,2.2445712986751833,48.107344779291594,41.00241742220965,11.999601669200576,False,False,cpe-ro-22,up,all_up,up,203,341,50,21,critical,normal,normal,0,0.64,1,0
2023-06-06 00:15:00,cpe-ro-23,Router,Sydney,1394,0,0,0,0,0.31444951599134113,59.495520902858075,8.439064575966725,11.894864316598978,False,False,cpe-ro-23,down,all_up,up,201,253,86,79,normal,normal,normal,4,0.33,0,0
2023-06-06 00:15:00,cpe-sw-27,Switch,Tokyo,587,0,0,0,0,0.3111265755156368,58.39872221430283,8.027916262648343,11.898467121959149,False,False,cpe-ro-25,up,all_up,up,124,55,41,93,warning,normal,failed,0,0.54,0,0
2023-06-06 00:15:00,core-ro-2,Router,Sydney,746,0,0,0,0,0.28388997172912217,56.49819329023475,8.302349751983261,11.99817643387588,False,False,core-ro-2,down,all_up,up,342,263,97,26,normal,normal,normal,1,0.09,0,0
2023-06-06 00:15:00,cpe-fw-11,Firewall,New York,15,1,1,1,1,2.7342714450834533,45.9684631907169,42.043849767922254,10.175113951040279,False,False,cpe-ro-33,up,partial_down,down,359,397,97,99,critical,failed,failed,4,0.97,0,1
2023-06-06 00:15:00,core-ro-3,Router,New York,984,0,0,0,0,0.28804351629858144,55.997281963542136,8.077832420108589,11.89867624646381,False,False,core-ro-3,up,all_up,up,343,7,47,81,normal,failed,normal,0,0.35,0,0
2023-06-06 00:15:00,cpe-ro-21,Router,Frankfurt,1292,0,0,0,0,0.2894513547317021,58.59801967279838,8.15242431988438,12.098472990564778,False,False,cpe-ro-21,down,all_up,up,100,93,86,83,normal,warning,normal,2,0.56,0,0
2023-06-06 00:15:00,core-ro-4,Router,Sydney,558,0,0,0,0,0.389451502170074,59.09601703890369,8.604257372697102,11.89763908735882,False,False,core-ro-4,down,partial_down,up,102,296,20,83,normal,normal,normal,1,0.95,0,0
2023-06-06 00:15:00,core-ro-5,Router,Sydney,1297,0,0,0,0,0.2988735028196918,57.686228298347885,8.108825778104178,11.995808025279729,False,False,core-ro-5,up,partial_down,down,145,112,23,35,normal,normal,warning,2,0.54,0,0
2023-06-06 00:15:00,cpe-ro-19,Router,Frankfurt,811,1,1,1,0,2.4514938925621417,47.56167685926642,41.98464630515943,11.999367240980156,False,False,cpe-ro-19,up,all_up,up,366,93,41,35,critical,normal,normal,3,0.85,1,0
2023-06-06 00:15:00,core-ro-6,Router,London,1234,1,1,0,0,2.9977835600079237,46.62259697794644,20.53417653207831,11.998056595021215,False,False,core-ro-6,down,partial_down,down,59,254,27,79,normal,normal,normal,5,0.1,1,0
2023-06-06 00:15:00,cpe-sw-29,Switch,New York,384,1,1,1,1,3.270171133788167,46.226338654869394,41.00177763113712,10.143492414845866,False,False,ce-ro-8,degraded,all_down,down,364,322,98,91,critical,failed,failed,5,0.01,0,1
2023-06-06 00:15:00,cpe-sw-26,Switch,London,363,0,0,0,0,0.4125887465586754,59.79808918611961,8.235276618886491,11.895664147718149,False,False,cpe-ro-17,up,all_up,up,42,222,44,76,normal,normal,failed,5,0.78,0,0
2023-06-06 00:15:00,cpe-sw-30,Switch,Frankfurt,547,1,1,0,0,3.334688944042833,48.15103236015345,8.609349536496607,12.09686195967621,False,False,ce-ro-20,up,partial_down,down,384,34,93,56,normal,normal,normal,3,0.96,1,0
2023-06-06 00:15:00,cpe-sw-31,Switch,Sydney,596,0,1,0,0,1.6872672451655801,45.37772087547201,8.107763357406391,11.994174606319767,False,False,cpe-ro-1,up,all_up,up,301,187,97,92,normal,normal,normal,2,0.68,0,0
2023-06-06 00:15:00,cpe-sw-35,Switch,Frankfurt,1091,1,1,0,0,3.3213481623491483,48.12103068846849,7.858659506316431,11.994528511002624,False,False,ce-ro-13,up,all_down,down,285,363,61,82,normal,normal,warning,4,0.67,1,0
2023-06-06 00:15:00,cpe-sw-32,Switch,Sydney,391,1,0,1,0,2.284784886906966,57.596488531899816,42.43853607270521,12.19554747751436,False,False,cpe-ro-25,up,partial_down,down,225,269,61,86,critical,normal,normal,4,0.08,1,0
2023-06-06 00:15:00,cpe-ro-13,Router,London,601,1,1,0,0,2.5237686060826325,45.30324778280621,8.069891900390266,11.893390553366094,False,False,cpe-ro-13,up,all_down,down,2,35,80,51,normal,normal,normal,2,0.69,1,0
2023-06-06 00:15:00,cpe-sw-28,Switch,Frankfurt,1536,0,0,0,0,0.3549059278792331,55.19578238119438,8.412155026781036,11.894249589930185,False,False,cpe-ro-36,up,partial_down,up,360,200,37,87,warning,normal,normal,5,0.97,0,0
2023-06-06 00:15:00,cpe-sw-40,Switch,New York,1320,0,0,0,0,0.3808495892410607,56.69768894190837,7.553485229290054,11.9991980875498,False,False,ce-ro-19,up,all_up,down,247,182,71,60,normal,normal,normal,4,0.31,0,0
2023-06-06 00:30:00,ce-ro-2,Router,London,695,0,1,0,0,1.4898172310902307,46.08842256405498,10.71258788990714,11.883202816194272,False,False,ce-ro-2,up,all_up,up,43,64,21,22,normal,normal,warning,3,0.63,0,0
2023-06-06 00:30:00,cpe-sw-12,Switch,New York,1139,1,1,0,0,2.5124916363569008,48.328898694662,3.94618601051127,12.092140747905406,False,False,cpe-ro-41,up,all_down,down,24,263,28,29,normal,normal,normal,5,0.42,1,0
2023-06-06 00:30:00,cpe-sw-4,Switch,Sydney,293,0,0,0,0,0.6945618240108924,56.38692443130712,4.336830079797166,11.890121886274725,False,False,pe-ro-5,up,all_up,down,125,377,21,85,normal,normal,normal,4,0.71,0,0
2023-06-06 00:30:00,ce-ro-24,Router,London,551,0,1,0,0,1.649409257442322,47.320260133726634,4.013753453149982,11.898980203753533,False,False,ce-ro-24,up,partial_down,down,377,170,83,68,warning,normal,normal,1,0.44,0,0
2023-06-06 00:30:00,cpe-sw-10,Switch,London,457,0,1,0,1,0.8620877698940088,46.17259350771525,21.014130586622414,10.424222711930764,False,False,ce-ro-22,up,all_up,up,375,305,25,88,normal,normal,normal,5,0.4,0,0
2023-06-06 00:30:00,ce-ro-21,Router,London,630,0,0,0,0,0.23237721263301878,55.389199343824345,4.311485250826576,12.088742386662338,False,False,ce-ro-21,up,all_up,up,12,199,95,64,normal,normal,normal,1,0.54,0,0
2023-06-06 00:30:00,ce-ro-17,Router,Sydney,581,0,0,0,0,1.1541407622820965,60.18808385085361,20.584778241708612,12.09657902915773,False,False,ce-ro-17,up,all_up,down,5,53,60,60,normal,normal,failed,3,0.6,0,0
2023-06-06 00:30:00,ce-ro-8,Router,London,356,1,0,0,0,2.7713674807070756,59.09723401536961,4.041473138232127,11.899048183092294,False,False,ce-ro-8,down,partial_down,down,57,161,80,28,critical,warning,normal,4,0.58,1,0
2023-06-06 00:30:00,ce-ro-14,Router,New York,1191,0,1,0,0,1.3651161736673603,47.38549208661836,4.23533177551356,11.79612380065931,False,False,ce-ro-14,up,all_up,down,395,208,22,77,normal,normal,normal,5,0.64,0,0
2023-06-06 00:30:00,cpe-ro-4,Router,New York,793,0,1,0,1,1.3303365360927828,44.99530278591069,10.467828171685742,10.049868293858964,False,False,cpe-ro-4,up,all_up,testing,48,328,43,93,normal,normal,warning,1,0.26,0,0
2023-06-06 00:30:00,cpe-sw-6,Switch,New York,1575,1,0,1,1,2.5310577261169875,56.976339293990186,42.514339147684375,10.363163003147163,False,False,pe-ro-2,up,partial_down,down,479,411,90,91,critical,failed,failed,5,0.72,0,1
2023-06-06 00:30:00,core-sw-1,Switch,London,341,1,1,0,0,3.3325373822206417,48.576887913328456,10.636096045147452,12.196859337391896,False,False,cpe-ro-1,up,all_down,down,303,234,28,83,normal,normal,normal,3,0.59,1,0
2023-06-06 00:30:00,cpe-sw-1,Switch,Frankfurt,324,0,0,0,0,0.16975497776947235,55.89412297454734,21.459749300436773,12.197025861703633,False,False,ce-ro-20,up,all_up,down,196,385,28,63,normal,normal,normal,4,0.7,0,0
2023-06-06 00:30:00,cpe-sw-7,Switch,Frankfurt,1779,0,0,0,0,0.2720156212534375,59.39391693053432,3.8068053535939956,12.090480666226867,False,False,cpe-ro-42,down,all_up,down,3,50,80,64,normal,normal,normal,5,0.35,0,0
2023-06-06 00:30:00,cpe-sw-5,Switch,Sydney,268,0,1,0,1,0.1744060179950643,44.892286448655184,20.60470352384576,10.002728369533866,False,False,pe-ro-8,up,all_up,up,145,203,52,40,normal,normal,normal,0,0.47,0,0
2023-06-06 00:30:00,ce-ro-10,Router,Tokyo,585,0,1,1,0,1.5698549836065214,45.79856309608031,41.26532161951898,11.899253356531178,False,False,ce-ro-10,up,partial_down,testing,186,325,75,40,warning,normal,normal,1,0.42,1,0
2023-06-06 00:30:00,ce-ro-6,Router,Tokyo,1457,0,0,0,0,0.22318498324282635,57.189990868215105,4.2703989779679095,12.089274657234595,False,False,ce-ro-6,up,all_up,up,397,36,100,95,normal,normal,warning,4,0.08,0,0
2023-06-06 00:30:00,ce-ro-22,Router,Sydney,313,0,0,0,0,1.1640548624892908,57.99034198705466,21.436693336516917,11.790604151565478,False,False,ce-ro-22,up,all_up,testing,234,4,89,62,normal,normal,normal,1,0.18,0,0
2023-06-06 00:30:00,cpe-sw-8,Switch,New York,361,0,0,0,0,1.2211793603795333,55.38810484866198,21.277867690363376,11.991667055804049,False,False,cpe-ro-6,up,all_up,up,324,72,52,91,normal,warning,normal,0,0.11,0,0
2023-06-06 00:30:00,core-sw-7,Switch,London,1148,1,0,1,1,3.1479796168158773,48.83012198377414,42.758741158755264,10.383832074005753,False,False,ce-ro-13,down,partial_down,down,415,478,95,94,critical,failed,failed,5,0.19,0,1
2023-06-06 00:30:00,cpe-ro-6,Router,London,983,0,0,0,1,1.5847728637567267,59.794166136655036,10.363876180545272,10.378563977734782,False,False,cpe-ro-6,up,all_up,up,63,234,49,85,warning,normal,normal,0,0.41,0,0
2023-06-06 00:30:00,cpe-sw-24,Switch,London,1243,0,1,0,0,0.8210342038316198,48.72373908620268,3.735018982225632,11.991350986204196,False,False,cpe-ro-12,down,all_up,up,238,24,98,28,normal,normal,normal,0,0.64,0,0
2023-06-06 00:30:00,cpe-ro-28,Router,Tokyo,1422,1,1,1,1,2.266554010925331,46.26070421858341,41.20157261413769,10.229627760008741,False,False,cpe-ro-28,up,partial_down,down,274,313,99,48,critical,failed,normal,2,0.97,1,0
2023-06-06 00:30:00,core-sw-4,Switch,Frankfurt,1622,0,0,1,1,0.2173709005777322,58.79658186115633,41.73893771880731,10.079324126670901,False,False,ce-ro-2,up,partial_down,down,337,475,90,94,critical,failed,failed,5,0.15,0,1
2023-06-06 00:30:00,ce-ro-15,Router,Tokyo,962,0,0,0,0,0.172031260891825,59.27451113502914,4.233374275190488,12.188830003058555,False,False,ce-ro-15,degraded,all_up,up,302,262,65,67,normal,normal,normal,5,0.58,0,0
2023-06-06 00:30:00,ce-ro-20,Router,Tokyo,1196,0,0,1,0,0.1328843751992374,55.59913100123202,41.74987165183473,12.099255789165245,False,False,ce-ro-20,up,all_up,down,204,380,63,84,warning,normal,normal,2,0.47,1,0
2023-06-06 00:30:00,ce-ro-19,Router,Tokyo,245,0,0,0,0,0.21421915453135273,58.89123084559354,4.057961545978945,11.99275585535483,False,False,ce-ro-19,up,all_up,up,249,121,34,75,normal,normal,normal,3,0.4,0,0
2023-06-06 00:30:00,cpe-ro-27,Router,Sydney,1188,1,0,1,1,2.723580033164017,58.88167904522136,41.78861221669661,10.21344531899482,False,False,cpe-ro-27,up,all_down,down,379,321,94,93,critical,failed,failed,5,0.65,1,1
2023-06-06 00:30:00,cpe-ro-31,Router,London,100,0,0,0,0,0.16413636145748173,58.7937069494173,4.017521356652418,11.897833317594232,False,False,cpe-ro-31,up,all_up,down,57,173,56,37,warning,normal,normal,0,0.84,0,0
2023-06-06 00:30:00,ce-ro-16,Router,Tokyo,5,0,0,0,0,0.16244730070839306,59.1945984940438,3.8595262006000555,11.79723796704979,False,False,ce-ro-16,degraded,partial_down,down,106,234,73,85,normal,normal,normal,1,0.85,0,0
2023-06-06 00:30:00,pe-ro-1,Router,Frankfurt,880,0,0,1,1,3.3593626331051123,44.95028884970456,42.749499789077234,10.252719715662263,False,False,pe-ro-1,up,all_down,down,478,423,94,93,critical,failed,failed,4,0.63,1,1
2023-06-06 00:30:00,ce-ro-4,Router,Sydney,1147,1,0,1,1,2.9412509344573623,56.69698068413671,41.704478790191565,10.455947464257811,False,False,ce-ro-4,up,partial_down,down,418,409,91,97,critical,failed,failed,4,0.08,0,1
2023-06-06 00:30:00,cpe-sw-22,Switch,London,513,0,1,0,0,1.4937804700279456,45.43495100925085,4.124194633724271,11.791740031516206,False,False,pe-ro-1,up,all_up,up,140,202,74,59,warning,failed,normal,1,0.98,0,0
2023-06-06 00:30:00,ce-ro-7,Router,Sydney,1801,0,1,0,0,1.5195241160376476,48.1461431563833,4.154182864638637,11.788613862090697,False,False,ce-ro-7,up,all_up,down,323,288,34,58,normal,normal,warning,1,0.71,0,0
2023-06-06 00:30:00,cpe-ro-7,Router,London,950,1,1,0,1,3.4950988693716343,45.219573820901175,3.958183088587866,10.05823854522866,False,False,cpe-ro-7,up,all_down,down,186,34,97,66,normal,normal,normal,1,0.76,1,0
2023-06-06 00:30:00,pe-ro-7,Router,Tokyo,50,0,0,0,0,0.24232099674989524,57.58982642417121,4.298944338631815,11.989921027826307,False,False,pe-ro-7,up,all_up,up,144,388,68,88,normal,normal,failed,5,0.72,0,0
2023-06-06 00:30:00,cpe-sw-21,Switch,Tokyo,729,0,0,0,0,1.456426658006187,59.997478145344274,4.328433049518966,11.899053014600778,False,False,ce-ro-11,down,partial_down,up,310,129,30,92,warning,warning,normal,3,0.17,0,0
2023-06-06 00:30:00,cpe-ro-8,Router,Tokyo,395,0,0,0,0,0.21663517282192057,57.39853719302977,4.015557693745701,11.897802743955507,False,False,cpe-ro-8,down,all_up,testing,42,101,96,24,normal,normal,normal,5,0.9,0,0
2023-06-06 00:30:00,pe-ro-3,Router,Frankfurt,1157,0,0,0,0,0.2230767045693983,58.69439152837162,3.8330443360906905,11.993236373180034,False,False,pe-ro-3,down,partial_down,up,169,305,42,74,normal,normal,warning,2,0.07,0,0
2023-06-06 00:30:00,pe-ro-6,Router,Tokyo,980,0,0,0,0,0.22255706842083703,56.58995329533272,4.047516768635548,11.793908141027618,False,False,pe-ro-6,up,all_up,testing,103,84,93,21,normal,normal,normal,2,0.6,0,0
2023-06-06 00:30:00,core-sw-8,Switch,Frankfurt,330,0,0,0,0,0.2603250680901937,59.095244501820396,4.2593704786842,11.79640893596287,False,False,cpe-ro-8,up,all_up,down,89,217,45,52,normal,failed,normal,0,0.62,0,0
2023-06-06 00:30:00,cpe-ro-29,Router,New York,104,0,0,0,0,0.1519473495456623,56.899292484422354,4.0639766126178,11.89959765237271,False,False,cpe-ro-29,up,partial_down,down,216,14,66,83,normal,normal,failed,2,0.75,0,0
2023-06-06 00:30:00,cpe-ro-12,Router,New York,1052,0,1,0,1,0.7795826794695303,45.57909204987243,4.05857031392705,10.569866896004037,False,False,cpe-ro-12,up,all_up,down,98,49,22,37,normal,normal,normal,3,0.5,0,0
2023-06-06 00:30:00,cpe-sw-25,Switch,London,736,0,0,0,0,0.8014777917548795,56.4856697279177,4.088073445932332,11.990752277043788,False,False,cpe-ro-23,up,all_up,up,327,264,85,55,normal,normal,normal,3,0.85,0,0
2023-06-06 00:30:00,cpe-ro-33,Router,Tokyo,1568,1,1,0,1,3.0920944664565617,47.91718317479936,21.445517105431193,10.175608899703125,False,False,cpe-ro-33,up,all_down,up,353,152,47,85,normal,normal,normal,1,0.97,1,0
2023-06-06 00:30:00,ce-ro-12,Router,Sydney,1136,0,1,0,1,1.6996526554041134,48.075108210671814,20.849334978486326,10.468858197690407,False,False,ce-ro-12,up,all_up,up,212,325,49,20,normal,normal,normal,5,0.21,0,0
2023-06-06 00:30:00,core-sw-6,Switch,New York,1293,1,0,0,0,3.215278159029972,56.484400386303015,4.038876820265368,12.095639494303004,False,False,cpe-ro-27,up,partial_down,down,0,283,61,37,normal,normal,normal,3,0.15,1,0
2023-06-06 00:30:00,cpe-ro-14,Router,Sydney,1598,0,0,0,0,0.19892724265358472,58.79465341135309,3.968731064866094,12.095543693301398,False,False,cpe-ro-14,up,all_up,up,92,357,99,55,normal,normal,normal,5,0.07,0,0
2023-06-06 00:30:00,cpe-sw-23,Switch,Sydney,1099,0,0,0,0,0.2572390953537057,58.88926547490601,4.270842458778747,12.19408088729058,False,False,ce-ro-24,up,partial_down,up,141,93,54,56,critical,normal,normal,3,0.92,0,0
2023-06-06 00:30:00,cpe-ro-3,Router,New York,1771,0,0,0,0,0.6787638820011763,55.682045274367596,10.456427424618017,12.086726125205349,False,False,cpe-ro-3,up,all_up,up,218,267,36,84,normal,normal,normal,0,0.27,0,0
2023-06-06 00:30:00,cpe-ro-9,Router,Frankfurt,671,0,0,1,0,0.2030295067677153,55.891175229324595,42.983336225549564,12.196382414167457,False,False,cpe-ro-9,up,all_up,down,362,315,77,46,warning,normal,normal,5,0.46,1,0
2023-06-06 00:30:00,ce-ro-18,Router,New York,740,1,0,1,1,3.317703481829145,48.831886124915364,42.6813645231226,10.168715618316513,True,False,ce-ro-18,up,all_down,down,366,494,92,98,critical,failed,failed,4,0.66,1,1
2023-06-06 00:30:00,cpe-ro-1,Router,Sydney,1089,0,0,0,0,0.5723785323461426,59.39004544798782,10.303102242120168,12.091308474913548,False,False,cpe-ro-1,up,all_up,down,360,4,94,22,warning,normal,failed,1,0.02,0,0
2023-06-06 00:30:00,cpe-ro-2,Router,London,823,0,0,0,0,0.1892918803270181,59.68771984664062,3.8602045290154487,11.797216405027633,False,False,cpe-ro-2,up,all_up,up,210,25,80,54,normal,normal,normal,2,0.62,0,0
2023-06-06 00:30:00,ce-ro-9,Router,Sydney,783,0,0,0,0,0.1612640838666697,56.49648719508491,4.127564283678631,11.898421408164745,False,False,ce-ro-9,down,all_up,down,264,183,80,23,warning,normal,normal,1,0.76,0,0
2023-06-06 00:30:00,pe-ro-5,Router,London,436,0,1,0,1,0.15724672897881123,46.870944713521354,21.00966110550693,10.285678920167562,False,False,pe-ro-5,up,partial_down,up,359,0,34,42,warning,normal,failed,0,0.4,0,0
2023-06-06 00:30:00,cpe-ro-25,Router,New York,752,0,0,0,0,0.210219257108822,58.57711567406485,3.731936848482655,11.89285106780494,False,False,cpe-ro-25,down,all_up,down,72,299,43,47,normal,normal,normal,1,0.2,0,0
2023-06-06 00:30:00,pe-ro-4,Router,New York,325,0,0,0,0,0.18940082033544356,57.29826281282187,4.327081817341653,12.09850207072019,False,False,pe-ro-4,up,all_up,up,225,31,45,23,warning,normal,normal,5,0.26,0,0
2023-06-06 00:30:00,cpe-ro-34,Router,London,59,0,0,0,0,0.13820467345279888,57.19708956488414,4.389009799528715,11.999189602838628,False,False,cpe-ro-34,down,all_up,down,94,400,79,63,normal,normal,normal,0,0.57,0,0
2023-06-06 00:30:00,core-sw-5,Switch,Sydney,1682,0,0,0,0,0.14493491157012395,56.89618970450155,3.8023560928903275,12.097816171463503,False,False,ce-ro-23,up,partial_down,up,346,42,91,58,normal,normal,warning,0,0.23,0,0
2023-06-06 00:30:00,cpe-ro-17,Router,Sydney,1632,1,1,1,1,3.2016927078738795,46.414283917037494,41.39505698751191,10.184905744017023,False,False,cpe-ro-17,up,all_down,down,327,432,94,100,critical,failed,failed,4,0.14,0,1
2023-06-06 00:30:00,ce-ro-11,Router,London,1233,0,0,0,0,0.2567311671951035,55.487512184270734,10.642963384902545,11.991766311717138,False,False,ce-ro-11,up,all_up,up,380,8,79,87,normal,warning,normal,2,0.47,0,0
2023-06-06 00:30:00,cpe-ro-39,Router,Frankfurt,429,0,1,0,0,0.8327871640488531,47.39562044722351,4.297209562205691,11.795137013033825,False,False,cpe-ro-39,up,all_up,up,50,395,95,41,normal,normal,normal,2,0.8,0,0
2023-06-06 00:30:00,cpe-sw-19,Switch,New York,688,0,0,0,0,0.17874003295496693,56.59952663637228,4.113463847271532,11.899199980619237,False,False,core-ro-5,up,all_up,down,17,161,78,94,normal,normal,normal,2,0.04,0,0
2023-06-06 00:30:00,cpe-fw-1,Firewall,Tokyo,1232,0,0,0,0,0.1650968355317693,57.48959730428181,3.9825204211854186,11.793950479898108,False,False,pe-ro-3,up,all_up,testing,99,367,49,37,normal,normal,normal,0,0.04,0,0
2023-06-06 00:30:00,cpe-ro-20,Router,London,1192,0,0,0,0,0.14604308677725938,57.291310694071576,4.216466001008649,11.797778025586823,False,False,cpe-ro-20,up,all_up,up,171,46,85,51,normal,normal,normal,0,0.59,0,0
2023-06-06 00:30:00,cpe-ro-16,Router,Sydney,1559,0,0,0,0,0.16243249787218095,59.597974323174576,3.9085774900132497,12.097982242788248,False,False,cpe-ro-16,down,all_up,up,285,251,31,54,normal,normal,normal,0,0.09,0,0
2023-06-06 00:30:00,cpe-ro-26,Router,Tokyo,1124,0,1,0,0,0.7864196941669904,46.632062803086264,4.215213736867311,11.989477000180786,False,False,cpe-ro-26,up,all_up,up,111,335,50,64,normal,normal,normal,5,0.84,0,0
2023-06-06 00:30:00,cpe-ro-30,Router,Tokyo,1463,1,1,0,0,2.707523527651952,46.010333045571215,3.9170681702984056,11.99813036541646,False,False,cpe-ro-30,up,all_down,up,362,195,42,32,normal,normal,normal,1,0.62,1,0
2023-06-06 00:30:00,ce-ro-3,Router,Tokyo,1802,0,1,1,0,0.80533256346325,45.69138965353714,42.75403489460893,12.098786972879346,False,False,ce-ro-3,up,all_up,down,42,366,75,25,critical,normal,normal,4,0.06,1,0
2023-06-06 00:30:00,cpe-ro-41,Router,Sydney,1481,0,0,0,0,0.24665457540343022,57.18405817319768,3.93761597612053,11.790527036034936,False,False,cpe-ro-41,up,partial_down,testing,134,316,100,88,normal,normal,normal,3,0.3,0,0
2023-06-06 00:30:00,core-sw-2,Switch,Sydney,1254,0,0,0,0,0.16688169252195492,58.29548435546543,3.891383804775905,11.897119076481653,False,False,cpe-ro-38,down,all_up,down,263,353,43,31,normal,normal,normal,2,0.02,0,0
2023-06-06 00:30:00,cpe-sw-3,Switch,Tokyo,1060,0,0,0,0,0.15851716542882943,57.19609559359388,4.052864915862845,11.898526582858057,False,False,ce-ro-13,up,partial_down,up,341,74,74,43,normal,normal,normal,0,0.43,0,0
2023-06-06 00:30:00,ce-ro-5,Router,London,420,0,0,0,0,0.18439058480432527,57.19453025896418,4.316916239949223,12.195524509967766,False,False,ce-ro-5,down,all_up,up,91,225,60,83,normal,normal,normal,5,0.63,0,0
2023-06-06 00:30:00,core-sw-3,Switch,London,1293,1,1,0,0,3.033340273845143,47.043074417587874,4.115954477162389,11.990195641141307,False,False,ce-ro-9,up,partial_down,down,182,175,44,68,normal,normal,failed,4,0.32,1,0
2023-06-06 00:30:00,cpe-ro-18,Router,New York,823,0,1,0,0,0.75119121148746,46.32507430215914,4.392110748675153,11.997528504677868,False,False,cpe-ro-18,up,all_up,up,47,334,22,66,normal,normal,normal,1,0.48,0,0
2023-06-06 00:30:00,cpe-ro-42,Router,Tokyo,406,0,0,0,1,0.20033637646949917,54.58118125190521,10.2736414361788,10.266457621018834,False,False,cpe-ro-42,up,all_up,testing,199,127,33,81,normal,normal,normal,1,0.15,0,0
2023-06-06 00:30:00,cpe-sw-9,Switch,New York,1322,1,1,0,0,3.4218208580442004,46.26483367161126,4.245898728500037,12.089434245269777,False,False,ce-ro-10,up,partial_down,down,179,141,93,91,normal,normal,normal,3,0.08,1,0
2023-06-06 00:30:00,cpe-sw-18,Switch,Frankfurt,1054,0,0,0,0,0.24346875205509477,56.092618811997795,4.145991309397937,12.093482742133858,False,False,cpe-ro-35,up,all_up,testing,66,99,84,81,normal,normal,warning,4,0.22,0,0
2023-06-06 00:30:00,cpe-ro-11,Router,Frankfurt,134,0,0,0,0,0.21160194021329193,59.29472504808778,3.9537599601275306,12.197356583066792,False,False,cpe-ro-11,up,all_up,down,20,231,97,82,normal,normal,normal,2,0.24,0,0
2023-06-06 00:30:00,core-ro-7,Router,Frankfurt,681,0,1,0,0,0.8782327295204748,48.11015272180911,20.63333268547496,11.895352486678906,False,False,core-ro-7,up,all_up,up,150,206,56,82,warning,warning,normal,2,0.39,0,0
2023-06-06 00:30:00,ce-ro-1,Router,London,1263,0,0,0,0,0.22510991610338973,55.38927998429925,3.893737634752026,12.195728627788327,False,False,ce-ro-1,down,all_up,testing,254,195,74,71,normal,warning,normal,0,0.38,0,0
2023-06-06 00:30:00,cpe-ro-32,Router,Sydney,1379,1,1,1,1,3.166236938549,46.90291758773268,42.04874756914878,10.26405648078727,False,False,cpe-ro-32,down,all_down,down,373,360,92,97,critical,failed,failed,4,0.9,0,1
2023-06-06 00:30:00,cpe-ro-10,Router,New York,1185,1,0,1,1,3.1583961835523073,58.67711694025531,41.78159987407231,10.467105817006988,False,False,cpe-ro-10,down,partial_down,down,343,396,94,93,critical,failed,failed,4,0.57,0,1
2023-06-06 00:30:00,core-ro-1,Router,New York,1333,1,1,0,0,2.7162441894438327,45.669564369497586,21.448765998730945,11.995736860845188,False,False,core-ro-1,up,all_down,down,7,89,55,33,normal,normal,normal,4,0.59,1,0
